seccion,manzana,parcela,partida,calle_nombre,calle_altura,vencimiento_certificado,direccion,lat,lon,epsg
22,2,36,182193.0,ALBERTI,1437,2022-04-24,ALBERTI 1437,-34.626707,-58.400209,4326
27,20,8,336827.0,VUELTA DE OBLIGADO,2699,2022-04-24,VUELTA DE OBLIGADO 2699,-34.555936,-58.460379,4326
64,084A,0FRB,96452.0,ESCALADA AV.,2799,2022-04-24,ESCALADA AV. 2799,-34.662378,-58.473139,4326
83,132,022A,311205.0,MOSCONI GENERAL AV.,3797,2022-04-25,MOSCONI GENERAL AV. 3797,-34.593481,-58.514022,4326
25,69,18,341700.0,MIGUELETES,2050,2022-04-25,MIGUELETES 2050,-34.556610,-58.446236,4326
61,55,14,245796.0,BUCARELLI,1247,2022-04-25,BUCARELLI 1247,-34.587043,-58.478384,4326
30,90,4,182729.0,PAVON,2630,2022-04-25,PAVON 2630,-34.627568,-58.401865,4326
25,83,015A,377185.0,MIÑONES,2045,2022-04-25,MIÑONES 2045,-34.555895,-58.445052,4326
77,117,14,1106.0,BOGOTA,3631,2022-04-25,BOGOTA 3631,-34.629676,-58.479820,4326
25,36,4,336406.0,MONROE,1960,2022-04-25,MONROE 1960,-34.555891,-58.455775,4326
37,42,1,408874.0,ELCANO AV.,3401,2022-04-25,ELCANO AV. 3401,-34.575728,-58.459948,4326
3,32,020A,453484.0,SUIPACHA,1331,2022-04-25,SUIPACHA 1331,-34.592390,-58.380062,4326
19,43,23,425182.0,GASCON,1449,2022-04-25,GASCON 1449,-34.593555,-58.422734,4326
30,2,12,185526.0,VENIALVO,3553,2022-04-25,VENIALVO 3553,-34.630563,-58.415288,4326
57,35,001B,133210.0,GAONA AV.,2408,2022-04-25,GAONA AV. 2408,-34.614502,-58.460830,4326
35,31,18,403128.0,BONPLAND,1709,2022-04-25,BONPLAND 1709,-34.583236,-58.437130,4326
63,78,20,352489.0,"RIVERA, PEDRO I., Dr.",5445,2022-04-25,"RIVERA, PEDRO I., Dr. 5445",-34.574195,-58.492350,4326
63,081B,1,353207.0,QUESADA,5512,2022-04-26,QUESADA 5512,-34.570722,-58.494525,4326
43,180,20,372996.0,GARCIA DEL RIO AV.,2439,2022-04-26,GARCIA DEL RIO AV. 2439,-34.548394,-58.469434,4326
49,154,014A,238618.0,14 DE JULIO,1431,2022-04-26,14 DE JULIO 1431,-34.576249,-58.463509,4326
31,104,22,421767.0,"VEGA, NICETO, Cnel.",4615,2022-04-26,"VEGA, NICETO, Cnel. 4615",-34.593495,-58.429419,4326
23,106,012A,417168.0,ORTEGA Y GASSET,1661,2022-04-26,ORTEGA Y GASSET 1661,-34.568859,-58.431531,4326
41,100,11,328322.0,CONESA,2871,2022-04-26,CONESA 2871,-34.558719,-58.467901,4326
61,55,003C,311614.0,ARISMENDI,2852,2022-04-27,ARISMENDI 2852,-34.586121,-58.478414,4326
39,71,011A,378101.0,MENDOZA,2841,2022-04-27,MENDOZA 2841,Sin dato,Sin dato,Sin dato
15,65,7,443923.0,ARENALES,3052,2022-04-27,ARENALES 3052,-34.589790,-58.407600,4326
22,61,1,180242.0,COMBATE DE LOS POZOS,805,2022-04-27,COMBATE DE LOS POZOS 805,-34.618453,-58.393256,4326
45,90,001A,178330.0,"GALLARDO, ANGEL AV.",602,2022-04-27,"GALLARDO, ANGEL AV. 602",-34.605714,-58.439354,4326
15,105,3,443358.0,ARENALES,2836,2022-04-27,ARENALES 2836,-34.591608,-58.405380,4326
23,10,16,411038.0,3 DE FEBRERO,768,2022-04-27,3 DE FEBRERO 768,-34.570933,-58.440585,4326
27,127,11,366521.0,"SOLIER, DANIEL de, Alte.",1001,2022-04-27,"SOLIER, DANIEL de, Alte. 1001",-34.547744,-58.450630,4326
79,136,11,258135.0,"BELAUSTEGUI, LUIS, Dr.",3272,2022-04-27,"BELAUSTEGUI, LUIS, Dr. 3272",-34.618998,-58.482207,4326
11,59,16,442092.0,JUNIN,1533,2022-04-27,JUNIN 1533,-34.590725,-58.394672,4326
48,64,33,144167.0,CULPINA,157,2022-04-27,CULPINA 157,-34.631982,-58.466079,4326
15,66,029A,448125.0,ARENALES,3009,2022-04-27,ARENALES 3009,-34.590002,-58.407193,4326
65,65,16,135665.0,AVELLANEDA AV.,2577,2022-04-27,AVELLANEDA AV. 2577,-34.624927,-58.467246,4326
48,129,30,141390.0,CAMACUA,679,2022-04-27,CAMACUA 679,-34.634974,-58.455262,4326
15,140,029A,442846.0,PUEYRREDON AV.,1706,2022-04-27,PUEYRREDON AV. 1706,Sin dato,Sin dato,Sin dato
20,10,21,202141.0,SAAVEDRA,155,2022-04-28,SAAVEDRA 155,-34.611727,-58.403314,4326
30,64,008D,185856.0,HUMBERTO 1°,3052,2022-04-28,HUMBERTO 1° 3052,-34.623415,-58.408191,4326
17,56,9,171734.0,POTOSI,4196,2022-04-28,POTOSI 4196,-34.607326,-58.426025,4326
87,41,001D,312751.0,"LISTA, RAMON, CORONEL",5008,2022-04-28,"LISTA, RAMON, CORONEL 5008",-34.611352,-58.520576,4326
23,26,011D,416384.0,"GARCIA, TEODORO",2102,2022-04-28,"GARCIA, TEODORO 2102",-34.566741,-58.443077,4326
37,152,38,410094.0,AGUILAR,2451,2022-04-28,AGUILAR 2451,-34.569504,-58.447657,4326
8,50,14,110593.0,RUY DIAZ DE GUZMAN,92,2022-04-28,RUY DIAZ DE GUZMAN 92,-34.631686,-58.371359,4326
48,65,014A,144100.0,RIVADAVIA AV.,7258,2022-04-28,RIVADAVIA AV. 7258,-34.630330,-58.467703,4326
25,23,013A,377415.0,O'HIGGINS,1950,2022-04-28,O'HIGGINS 1950,-34.561335,-58.451734,4326
16,60,1,112198.0,LIMA,1811,2022-04-29,LIMA 1811,Sin dato,Sin dato,Sin dato
5,1,016A,223018.0,RODRIGUEZ PEÑA,36,2022-04-30,RODRIGUEZ PEÑA 36,-34.608562,-58.390666,4326
22,51,26,180574.0,HUMBERTO 1°,2001,2022-04-30,HUMBERTO 1° 2001,-34.621658,-58.394581,4326
10,42,029A,124678.0,REGIMIENTO DE PATRICIOS AV.,1575,2022-04-30,REGIMIENTO DE PATRICIOS AV. 1575,-34.644455,-58.368681,4326
25,98,22,373419.0,JURAMENTO,1071,2022-04-30,JURAMENTO 1071,-34.553797,-58.442921,4326
59,95,002A,232273.0,"ALVAREZ, DONATO, Tte. Gral. AV.",2215,2022-04-30,"ALVAREZ, DONATO, Tte. Gral. AV. 2215",-34.601183,-58.465679,4326
31,115,19,423555.0,URIARTE,1240,2022-04-30,URIARTE 1240,-34.589947,-58.435878,4326
23,21,10,411327.0,"LACROZE, FEDERICO AV.",2234,2022-05-01,"LACROZE, FEDERICO AV. 2234",-34.568389,-58.443256,4326
19,138,004B,433326.0,CHARCAS,4030,2022-05-01,CHARCAS 4030,-34.585725,-58.420490,4326
39,80,17,326892.0,BLANCO ENCALADA,2781,2022-05-01,BLANCO ENCALADA 2781,-34.561204,-58.462517,4326
27,20,19,336848.0,ROOSEVELT FRANKLIN D.,2271,2022-05-01,ROOSEVELT FRANKLIN D. 2271,-34.556552,-58.459464,4326
10,6,4,124002.0,CALIFORNIA,1642,2022-05-01,CALIFORNIA 1642,-34.646553,-58.372408,4326
21,15,004A,432724.0,ARENALES,3839,2022-05-01,ARENALES 3839,-34.584205,-58.415428,4326
37,118A,014C,410726.0,CRAMER AV.,1734,2022-05-01,CRAMER AV. 1734,-34.568451,-58.458243,4326
19,45,9,425514.0,"ALVAREZ, JULIAN",1585,2022-05-01,"ALVAREZ, JULIAN 1585",-34.592388,-58.423506,4326
39,89,9,325493.0,ECHEVERRIA,2580,2022-05-01,ECHEVERRIA 2580,-34.563951,-58.457434,4326
21,88,010C,432135.0,DEMARIA,4455,2022-05-01,DEMARIA 4455,-34.575142,-58.420115,4326
25,16,002H,370093.0,ARCOS,1962,2022-05-01,ARCOS 1962,-34.561722,-58.452740,4326
23,60,001H,415603.0,"HERNANDEZ, JOSE",1626,2022-05-01,"HERNANDEZ, JOSE 1626",-34.561428,-58.445941,4326
57,21,5,132995.0,TERRERO,311,2022-05-01,TERRERO 311,-34.622826,-58.457641,4326
25,62,19,335709.0,ECHEVERRIA,1521,2022-05-01,ECHEVERRIA 1521,-34.557876,-58.447365,4326
23,17,11,411197.0,OLLEROS,2314,2022-05-02,OLLEROS 2314,-34.569490,-58.443108,4326
19,12,13,425559.0,ARAOZ,1375,2022-05-02,ARAOZ 1375,Sin dato,Sin dato,Sin dato
7,53,001H,453070.0,LIBERTAD,1520,2022-05-02,LIBERTAD 1520,Sin dato,Sin dato,Sin dato
8,50,21,110601.0,REGIMIENTO DE PATRICIOS AV.,181,2022-05-02,REGIMIENTO DE PATRICIOS AV. 181,-34.631487,-58.370561,4326
16,41,35,112705.0,SAN JOSE,1665,2022-05-02,SAN JOSE 1665,-34.627961,-58.385762,4326
47,8,6,230246.0,"JUSTO, JUAN B. AV.",3556,2022-05-02,"JUSTO, JUAN B. AV. 3556",-34.601910,-58.454476,4326
30,91,27,182714.0,PAVON,2625,2022-05-02,PAVON 2625,-34.627465,-58.401809,4326
83,91,21,274291.0,GRIVEO,3917,2022-05-02,GRIVEO 3917,-34.592853,-58.517257,4326
17,9,19,173254.0,LAMBARE,865,2022-05-02,LAMBARE 865,-34.604718,-58.430460,4326
7,50,13,451685.0,GUIDO,1585,2022-05-02,GUIDO 1585,-34.591861,-58.387630,4326
5,69,1,223541.0,"PERON, JUAN DOMINGO, TTE. GENERAL",899,2022-05-02,"PERON, JUAN DOMINGO, TTE. GENERAL 899",-34.605968,-58.379205,4326
19,139,1,427318.0,GURRUCHAGA,2295,2022-05-02,GURRUCHAGA 2295,-34.584651,-58.422097,4326
27,120,007E,374231.0,"UDAONDO, GUILLERMO AV.",1460,2022-05-02,"UDAONDO, GUILLERMO AV. 1460",-34.548913,-58.453994,4326
36,110,20,150979.0,CASTRO BARROS,866,2022-05-02,CASTRO BARROS 866,-34.622303,-58.419267,4326
29,63,000F,376125.0,O'HIGGINS,4679,2022-05-03,O'HIGGINS 4679,-34.539080,-58.470032,4326
5,72,41,221380.0,SUIPACHA,576,2022-05-03,SUIPACHA 576,-34.601523,-58.379627,4326
25,57,12,336067.0,ARRIBEÑOS,2257,2022-05-03,ARRIBEÑOS 2257,-34.556625,-58.451260,4326
27,135,011B,376628.0,"QUINTEROS, LIDORO J. AV.",994,2022-05-03,"QUINTEROS, LIDORO J. AV. 994",-34.547609,-58.449657,4326
17,65,015D,178855.0,GASCON,157,2022-05-03,GASCON 157,-34.610569,-58.424486,4326
27,37,8,337386.0,ARCOS,2865,2022-05-03,ARCOS 2865,-34.553286,-58.459931,4326
22,26,003A,185993.0,HUMBERTO 1°,2324,2022-05-03,HUMBERTO 1° 2324,-34.621992,-58.398564,4326
37,21,14,407012.0,FOREST AV.,1163,2022-05-04,FOREST AV. 1163,-34.578896,-58.459565,4326
9,13,013J,207735.0,"PERON, JUAN DOMINGO, TTE. GENERAL",2625,2022-05-04,"PERON, JUAN DOMINGO, TTE. GENERAL 2625",-34.607513,-58.403872,4326
30,11,1,185158.0,PAVON,3408,2022-05-04,PAVON 3408,-34.629617,-58.413359,4326
17,65,19,170879.0,GASCON,141,2022-05-04,GASCON 141,-34.610661,-58.424477,4326
57,13,12,133306.0,"LAMAS, ANDRES",987,2022-05-04,"LAMAS, ANDRES 987",-34.616211,-58.462531,4326
87,092A,8,278690.0,"SOLA, MANUEL",4642,2022-05-04,"SOLA, MANUEL 4642",-34.612424,-58.510683,4326
14,41,22,212562.0,SAN JOSE,964,2022-05-04,SAN JOSE 964,Sin dato,Sin dato,Sin dato
28,12,001B,195966.0,LINIERS VIRREY,411,2022-05-04,LINIERS VIRREY 411,-34.615809,-58.414394,4326
27,137,2,366553.0,"SOLIER, DANIEL de, Alte.",975,2022-05-04,"SOLIER, DANIEL de, Alte. 975",-34.547315,-58.450534,4326
30,29,36,184541.0,SANCHEZ DE LORIA,971,2022-05-04,SANCHEZ DE LORIA 971,-34.621512,-58.412532,4326
41,98,28,327511.0,CRAMER AV.,2648,2022-05-04,CRAMER AV. 2648,-34.559782,-58.465639,4326
10,11,11,123916.0,"MONTES DE OCA, MANUEL",1150,2022-05-04,"MONTES DE OCA, MANUEL 1150",-34.641312,-58.373990,4326
11,39,21,442521.0,LAS HERAS GENERAL AV.,2129,2022-05-05,LAS HERAS GENERAL AV. 2129,-34.589055,-58.395099,4326
23,74,001C,417213.0,BAEZ,430,2022-05-05,BAEZ 430,-34.571304,-58.432516,4326
49,152,005E,307963.0,ALVAREZ THOMAS AV.,1391,2022-05-05,ALVAREZ THOMAS AV. 1391,-34.578216,-58.461552,4326
19,154,014E,433512.0,CHARCAS,4219,2022-05-06,CHARCAS 4219,-34.584455,-58.422012,4326
35,114,3,415294.0,CHARCAS,5222,2022-05-06,CHARCAS 5222,-34.577629,-58.431284,4326
4,1,25,211539.0,COCHABAMBA,830,2022-05-06,COCHABAMBA 830,-34.623560,-58.377527,4326
87,085A,28,278285.0,"PAZ, MARCOS",2272,2022-05-06,"PAZ, MARCOS 2272",-34.617978,-58.504217,4326
35,117,11,403398.0,SANTA FE AV.,4970,2022-05-06,SANTA FE AV. 4970,-34.577234,-58.429834,4326
29,38,024A,373245.0,ARCOS,4734,2022-05-06,ARCOS 4734,-34.538829,-58.471598,4326
23,72,4,412440.0,HUERGO,340,2022-05-06,HUERGO 340,Sin dato,Sin dato,Sin dato
47,65,18,228597.0,"VIALE, LUIS",395,2022-05-06,"VIALE, LUIS 395",-34.604000,-58.446840,4326
23,93,17,412846.0,ARCE,751,2022-05-06,ARCE 751,-34.568542,-58.434871,4326
42,73,29,138567.0,HORTIGUERA,421,2022-05-06,HORTIGUERA 421,-34.627530,-58.445412,4326
43,184,1,333257.0,RUIZ HUIDOBRO,2408,2022-05-06,RUIZ HUIDOBRO 2408,-34.544711,-58.471835,4326
7,46,013A,453433.0,"ALVEAR, MARCELO T. De",1239,2022-05-06,"ALVEAR, MARCELO T. De 1239",-34.596894,-58.384856,4326
29,48,13,372246.0,RAMALLO,2089,2022-05-06,RAMALLO 2089,-34.541322,-58.469397,4326
15,16,17,444224.0,CORDOBA AV.,3485,2022-05-07,CORDOBA AV. 3485,-34.597773,-58.415547,4326
27,130,004A,377843.0,"UDAONDO, GUILLERMO AV.",1340,2022-05-07,"UDAONDO, GUILLERMO AV. 1340",-34.547667,-58.453046,4326
21,83,025A,433749.0,CERVIÑO AV.,4453,2022-05-07,CERVIÑO AV. 4453,-34.576073,-58.420556,4326
7,52,004N,453298.0,PARERA,161,2022-05-07,PARERA 161,-34.590924,-58.385363,4326
7,53,001Q,453229.0,LIBERTAD,1554,2022-05-07,LIBERTAD 1554,Sin dato,Sin dato,Sin dato
7,42,7,451641.0,URUGUAY,1259,2022-05-07,URUGUAY 1259,-34.593551,-58.387418,4326
11,25,010A,447850.0,PUEYRREDON AV.,2355,2022-05-07,PUEYRREDON AV. 2355,-34.586739,-58.395569,4326
45,100,8,175170.0,"AMBROSETTI, JUAN B.",909,2022-05-07,"AMBROSETTI, JUAN B. 909",-34.607546,-58.438660,4326
43,68,008C,331362.0,CONDE,3689,2022-05-07,CONDE 3689,-34.552877,-58.477600,4326
25,83,2,341744.0,JURAMENTO,1218,2022-05-07,JURAMENTO 1218,-34.554875,-58.444572,4326
65,70,033I,146691.0,"ARTIGAS, JOSE GERVASIO, GRAL.",1020,2022-05-07,"ARTIGAS, JOSE GERVASIO, GRAL. 1020",-34.619243,-58.468537,4326
15,15,011L,448182.0,JUNCAL,3186,2022-05-07,JUNCAL 3186,-34.585712,-58.409595,4326
83,70,010E,311063.0,"CUBAS, JOSE",4065,2022-05-07,"CUBAS, JOSE 4065",-34.597471,-58.514675,4326
49,23,28,241600.0,DEL CAMPO AV.,1168,2022-05-08,DEL CAMPO AV. 1168,-34.591618,-58.465833,4326
30,14,39,185082.0,LINIERS VIRREY,1313,2022-05-08,LINIERS VIRREY 1313,-34.626919,-58.413480,4326
41,76,4,328692.0,QUESADA,3146,2022-05-08,QUESADA 3146,-34.558194,-58.470429,4326
65,25,43,136971.0,AVELLANEDA AV.,2945,2022-05-08,AVELLANEDA AV. 2945,-34.626516,-58.472327,4326
30,50,33,183936.0,"URQUIZA, Gral.",1221,2022-05-08,"URQUIZA, Gral. 1221",-34.624996,-58.408892,4326
41,069A,19,329962.0,CONDE,3233,2022-05-08,CONDE 3233,-34.557174,-58.474319,4326
23,71,34,412304.0,HUERGO,201,2022-05-08,HUERGO 201,Sin dato,Sin dato,Sin dato
40,007B,26,159578.0,DE LAS GARANTIAS,1231,2022-05-08,DE LAS GARANTIAS 1231,-34.633790,-58.437113,4326
36,99,4,151298.0,BELGRANO,3832,2022-05-08,BELGRANO 3832,-34.615859,-58.420662,4326
65,75,22,135356.0,AVELLANEDA AV.,2433,2022-05-08,AVELLANEDA AV. 2433,-34.624248,-58.465077,4326
49,160,006A,237620.0,ELCANO AV.,3948,2022-05-08,ELCANO AV. 3948,-34.582381,-58.460457,4326
27,18,10,372776.0,VUELTA DE OBLIGADO,3587,2022-05-08,VUELTA DE OBLIGADO 3587,-34.548592,-58.466853,4326
23,086B,006H,417140.0,MAURE,1846,2022-05-09,MAURE 1846,-34.567986,-58.436993,4326
31,39,30,421258.0,ARAOZ,684,2022-05-09,ARAOZ 684,Sin dato,Sin dato,Sin dato
14,10,22A,,,0,2022-05-09,,Sin dato,Sin dato,Sin dato
48,100A,6,143099.0,"CARRIEGO, EVARISTO",936,2022-05-09,"CARRIEGO, EVARISTO 936",-34.639462,-58.455959,4326
48,100B,19,143142.0,"CARRIEGO, EVARISTO",977,2022-05-09,"CARRIEGO, EVARISTO 977",-34.639890,-58.455590,4326
31,72,34,432719.0,LERMA,22,2022-05-09,LERMA 22,-34.598101,-58.428265,4326
19,146,29,424330.0,BULNES,1810,2022-05-09,BULNES 1810,-34.590308,-58.413803,4326
11,37,5,442470.0,"PACHECO DE MELO, JOSE ANDRES",2138,2022-05-09,"PACHECO DE MELO, JOSE ANDRES 2138",-34.589938,-58.396159,4326
48,058A,019B,144531.0,CASTAÑON,710,2022-05-09,CASTAÑON 710,-34.638757,-58.464218,4326
37,156,6,410390.0,CABILDO AV.,1538,2022-05-09,CABILDO AV. 1538,-34.566706,-58.451413,4326
30,27,5,184569.0,"CALVO, CARLOS",3334,2022-05-09,"CALVO, CARLOS 3334",-34.623182,-58.412872,4326
19,165,22,425043.0,"SALGUERO, JERONIMO",1936,2022-05-09,"SALGUERO, JERONIMO 1936",-34.587653,-58.414031,4326
10,54,28,122961.0,HERNANDARIAS,1947,2022-05-10,HERNANDARIAS 1947,-34.646867,-58.366678,4326
21,68,004B,432282.0,BULNES,2737,2022-05-10,BULNES 2737,-34.580677,-58.405934,4326
51,90,005C,366279.0,OLAZABAL AV.,4356,2022-05-10,OLAZABAL AV. 4356,-34.572097,-58.478107,4326
39,50,8,374636.0,ZAPIOLA,2272,2022-05-10,ZAPIOLA 2272,-34.564447,-58.464760,4326
19,25,1,424802.0,MEDRANO,1294,2022-05-10,MEDRANO 1294,-34.594331,-58.419663,4326
48,112C,6,141853.0,"NAON, JUAN JOSE",740,2022-05-10,"NAON, JUAN JOSE 740",-34.636624,-58.456689,4326
14,18,020A,214454.0,ESTADOS UNIDOS,1685,2022-05-10,ESTADOS UNIDOS 1685,-34.618921,-58.390042,4326
38,50,20,41436.0,BALBASTRO,873,2022-05-10,BALBASTRO 873,-34.636605,-58.430472,4326
19,164,8,432520.0,"ALVAREZ, JULIAN",2429,2022-05-10,"ALVAREZ, JULIAN 2429",-34.587185,-58.415286,4326
10,9,1,123936.0,ROCHA,1600,2022-05-10,ROCHA 1600,-34.642360,-58.372529,4326
7,18,13,452273.0,ARENALES,1658,2022-05-10,ARENALES 1658,-34.595022,-58.391246,4326
40,88,19,155150.0,"MORENO, JOSE MARIA AV.",96,2022-05-11,"MORENO, JOSE MARIA AV. 96",-34.619205,-58.435888,4326
23,91,14,412718.0,ARCE,537,2022-05-11,ARCE 537,-34.569760,-58.432787,4326
48,152,001L,148723.0,"BONIFACIO, JOSE",1924,2022-05-11,"BONIFACIO, JOSE 1924",-34.630582,-58.455308,4326
42,32,007A,139683.0,"GOYENA, PEDRO AV.",1690,2022-05-12,"GOYENA, PEDRO AV. 1690",-34.628563,-58.452251,4326
30,97,10,182439.0,INDEPENDENCIA AV.,2756,2022-05-12,INDEPENDENCIA AV. 2756,-34.619125,-58.404485,4326
69,26,13,254156.0,TERRADA,2778,2022-05-12,TERRADA 2778,-34.603180,-58.486736,4326
27,126,24,366491.0,"QUINTEROS, LIDORO J. AV.",1015,2022-05-12,"QUINTEROS, LIDORO J. AV. 1015",-34.547892,-58.449932,4326
48,151,016D,140752.0,LAUTARO,480,2022-05-12,LAUTARO 480,-34.632649,-58.455060,4326
27,048A,018C,378176.0,QUESADA,1978,2022-05-12,QUESADA 1978,-34.552113,-58.458917,4326
21,41,019A,433160.0,PAUNERO,2745,2022-05-12,PAUNERO 2745,-34.582011,-58.408898,4326
41,100,010B,371509.0,CONESA,2881,2022-05-13,CONESA 2881,-34.558639,-58.467969,4326
39,72,10,366927.0,CRAMER AV.,2339,2022-05-13,CRAMER AV. 2339,-34.562461,-58.463169,4326
24,88,4,100112.0,"GARAY, JUAN DE AV.",2328,2022-05-13,"GARAY, JUAN DE AV. 2328",-34.628267,-58.397346,4326
16,081A,015A,117220.0,"SAMPERIO, MANUEL J.",999,2022-05-13,"SAMPERIO, MANUEL J. 999",-34.634665,-58.377003,4326
89,68,29,281998.0,QUEVEDO,3582,2022-05-13,QUEVEDO 3582,-34.610067,-58.520063,4326
36,31,009A,161296.0,RIVADAVIA AV.,4380,2022-05-13,RIVADAVIA AV. 4380,-34.614353,-58.427359,4326
15,72,10,445890.0,"PACHECO DE MELO, JOSE ANDRES",2790,2022-05-14,"PACHECO DE MELO, JOSE ANDRES 2790",-34.586019,-58.402740,4326
29,21,023A,373700.0,CORREA,2209,2022-05-14,CORREA 2209,-34.542810,-58.470188,4326
49,40,005G,308911.0,"ACHA, MARIANO, Gral.",1169,2022-05-14,"ACHA, MARIANO, Gral. 1169",-34.581862,-58.472047,4326
28,35,13,195290.0,24 DE NOVIEMBRE,706,2022-05-14,24 DE NOVIEMBRE 706,-34.619147,-58.410920,4326
23,35,016A,413749.0,ARCOS,1214,2022-05-14,ARCOS 1214,-34.567708,-58.446341,4326
42,91,24,137930.0,"MITRE, EMILIO",143,2022-05-14,"MITRE, EMILIO 143",-34.623592,-58.443550,4326
1,44,24,220171.0,25 DE MAYO,340,2022-05-14,25 DE MAYO 340,-34.603793,-58.371094,4326
27,110A,5,371915.0,"ROMERO, EDUARDO, Sgto.",2577,2022-05-14,"ROMERO, EDUARDO, Sgto. 2577",-34.549658,-58.447187,4326
23,80,017A,414405.0,AREVALO,2903,2022-05-14,AREVALO 2903,-34.571962,-58.431022,4326
25,113,031A,378459.0,CASTAÑEDA,1846,2022-05-14,CASTAÑEDA 1846,-34.553852,-58.436740,4326
49,176,13,237417.0,FOREST AV.,714,2022-05-14,FOREST AV. 714,-34.584043,-58.455113,4326
36,117,11,150748.0,BELGRANO AV.,3784,2022-05-14,BELGRANO AV. 3784,-34.615903,-58.419537,4326
22,12,5,181979.0,ESTADOS UNIDOS,2552,2022-05-15,ESTADOS UNIDOS 2552,-34.619795,-58.401480,4326
13,58,23,191127.0,SARMIENTO,3247,2022-05-15,SARMIENTO 3247,Sin dato,Sin dato,Sin dato
6,41,9,124669.0,"BROWN, ALTE. AV.",702,2022-05-15,"BROWN, ALTE. AV. 702",-34.631032,-58.362124,4326
22,28,027A,185955.0,"CALVO, CARLOS",2301,2022-05-15,"CALVO, CARLOS 2301",-34.620777,-58.398683,4326
47,140,7,298745.0,HUMBOLDT,345,2022-05-15,HUMBOLDT 345,-34.595477,-58.448611,4326
31,28,30,421539.0,AGUIRRE,520,2022-05-15,AGUIRRE 520,-34.597550,-58.435833,4326
7,39,18,451537.0,URUGUAY,951,2022-05-15,URUGUAY 951,-34.597713,-58.386977,4326
27,137,17,366538.0,"PLAZA, VICTORINO de la, Dr.",1833,2022-05-15,"PLAZA, VICTORINO de la, Dr. 1833",-34.547140,-58.451170,4326
45,158,022A,179106.0,RAMOS MEJIA,1034,2022-05-15,RAMOS MEJIA 1034,-34.603808,-58.433527,4326
20,14,5,201971.0,REPUBLICA BOLIVARIANA DE VENEZUELA,2436,2022-05-16,REPUBLICA BOLIVARIANA DE VENEZUELA 2436,-34.615530,-58.401725,4326
27,125,15,371228.0,"GARCIA, MANUEL J., ALTE.",1087,2022-05-16,"GARCIA, MANUEL J., ALTE. 1087",-34.548665,-58.449238,4326
35,097B,33,406477.0,OLLEROS,2513,2022-05-16,OLLEROS 2513,-34.571526,-58.444548,4326
23,83,017A,417278.0,REPUBLICA DE ESLOVENIA,1856,2022-05-16,REPUBLICA DE ESLOVENIA 1856,-34.569890,-58.433820,4326
14,15,13,213501.0,SOLIS,1142,2022-05-16,SOLIS 1142,-34.621911,-58.389935,4326
61,79,21,244885.0,AVALOS,1301,2022-05-16,AVALOS 1301,-34.584896,-58.477244,4326
36,8,38,154444.0,MUÑIZ,839,2022-05-16,MUÑIZ 839,-34.624035,-58.426239,4326
37,062A,005A,416784.0,SUPERI,1428,2022-05-16,SUPERI 1428,-34.574038,-58.460419,4326
37,122,028C,416484.0,MOLDES,1568,2022-05-16,MOLDES 1568,-34.568267,-58.455414,4326
35,115,14,402548.0,HUMBOLDT,2455,2022-05-16,HUMBOLDT 2455,-34.578647,-58.428170,4326
48,132,10,141290.0,CAMACUA,301,2022-05-16,CAMACUA 301,-34.631238,-58.457049,4326
41,157,1,329433.0,CABILDO AV.,3092,2022-05-17,CABILDO AV. 3092,-34.553684,-58.464571,4326
40,002D,6,160248.0,"MITRE, EMILIO",1126,2022-05-17,"MITRE, EMILIO 1126",-34.633790,-58.439924,4326
30,77,35,183207.0,"LUCA, ESTEBAN de",1527,2022-05-17,"LUCA, ESTEBAN de 1527",-34.628175,-58.403749,4326
21,001B,11,429192.0,SANTA FE AV.,3395,2022-05-17,SANTA FE AV. 3395,-34.587022,-58.412965,4326
47,140,025A,307346.0,DARWIN,354,2022-05-17,DARWIN 354,-34.596013,-58.447843,4326
37,90,019A,408978.0,"AVILES, VIRREY",3064,2022-05-17,"AVILES, VIRREY 3064",-34.572124,-58.457605,4326
11,19,26,442552.0,JUNCAL,2259,2022-05-17,JUNCAL 2259,-34.592180,-58.399420,4326
7,28,22,452033.0,MONTEVIDEO,945,2022-05-17,MONTEVIDEO 945,-34.597929,-58.389703,4326
45,133B,011A,174383.0,OTAMENDI,575,2022-05-17,OTAMENDI 575,-34.610002,-58.434077,4326
21,66,33,430427.0,LAFINUR,3112,2022-05-17,LAFINUR 3112,-34.579538,-58.413875,4326
20,15,001E,201966.0,ALBERTI,425,2022-05-17,ALBERTI 425,-34.614816,-58.401375,4326
83,163B,9,270059.0,NAVARRO,3570,2022-05-18,NAVARRO 3570,-34.599712,-58.503714,4326
22,43,18,180827.0,PASCO,1086,2022-05-18,PASCO 1086,-34.621551,-58.396802,4326
61,76,020A,302367.0,BUCARELLI,1305,2022-05-18,BUCARELLI 1305,-34.586298,-58.479078,4326
36,137,38,150079.0,BOEDO,121,2022-05-18,BOEDO 121,-34.612817,-58.417745,4326
42,31,7,139749.0,CURAPALIGUE,410,2022-05-18,CURAPALIGUE 410,-34.629660,-58.451987,4326
59,66,030B,298133.0,"ALVAREZ, DONATO, Tte. Gral.",1502,2022-05-18,"ALVAREZ, DONATO, Tte. Gral. 1502",-34.609463,-58.461744,4326
39,95,2,325220.0,CABILDO AV.,1816,2022-05-18,CABILDO AV. 1816,-34.564753,-58.454516,4326
