seccion,manzana,parcela,partida,calle_nombre,calle_altura,vencimiento_certificado,direccion,lat,lon,epsg
33,47,21,400911.0,"RAVIGNANI, EMILIO, Dr.",1146,2022-03-28,"RAVIGNANI, EMILIO, Dr. 1146",-34.586576,-58.444781,4326
39,77,011A,326040.0,MOLDES,2144,2022-03-28,MOLDES 2144,-34.563319,-58.459819,4326
22,30,26,181349.0,"GARAY, JUAN DE AV.",2269,2022-03-28,"GARAY, JUAN DE AV. 2269",-34.627894,-58.396247,4326
85,006A,14,283771.0,HUNGRIA,1227,2022-03-28,HUNGRIA 1227,-34.628132,-58.504844,4326
25,13,010B,377622.0,OLAZABAL,2263,2022-03-29,OLAZABAL 2263,-34.559297,-58.456922,4326
19,11,21,425440.0,"CABRERA, JOSE A.",4341,2022-03-29,"CABRERA, JOSE A. 4341",-34.594522,-58.425734,4326
37,72,018B,416268.0,CESPEDES,3128,2022-03-29,CESPEDES 3128,-34.575788,-58.452899,4326
40,131,45,155302.0,SENILLOSA,327,2022-03-29,SENILLOSA 327,-34.619969,-58.429726,4326
83,84,3,311544.0,CHIVILCOY AV.,4295,2022-03-29,CHIVILCOY AV. 4295,-34.598011,-58.513364,4326
36,026B,24,153869.0,SPEGAZZINI CARLOS,579,2022-03-30,SPEGAZZINI CARLOS 579,-34.620156,-58.426236,4326
45,6,005D,179068.0,YERBAL,979,2022-03-30,YERBAL 979,-34.620257,-58.444294,4326
65,50,31,136484.0,NEUQUEN,2727,2022-03-30,NEUQUEN 2727,-34.620412,-58.471528,4326
13,75,003A,196240.0,CORDOBA AV.,2828,2022-03-30,CORDOBA AV. 2828,-34.598141,-58.407096,4326
65,40,3,136803.0,GAONA AV.,3438,2022-03-30,GAONA AV. 3438,-34.620190,-58.473405,4326
43,60,21,333049.0,BESARES,3453,2022-03-30,BESARES 3453,-34.549119,-58.481160,4326
10,120,27,121719.0,DON PEDRO DE MENDOZA AV.,1929,2022-03-30,DON PEDRO DE MENDOZA AV. 1929,-34.639631,-58.361729,4326
11,56,006A,448329.0,JUNCAL,2064,2022-03-30,JUNCAL 2064,-34.593239,-58.396388,4326
19,138,12,426949.0,ARMENIA,2279,2022-03-30,ARMENIA 2279,-34.585567,-58.421268,4326
40,132,036A,155250.0,SENILLOSA,299,2022-03-30,SENILLOSA 299,-34.619467,-58.429819,4326
15,63,32,443864.0,GALLO,1576,2022-03-31,GALLO 1576,-34.591940,-58.409298,4326
83,203A,004A,272868.0,"CABEZON, JOSE LEON",3448,2022-03-31,"CABEZON, JOSE LEON 3448",-34.587471,-58.512485,4326
1,26,5,220468.0,FLORIDA,183,2022-03-31,FLORIDA 183,-34.605887,-58.375046,4326
36,66,36,152461.0,CASTRO,1473,2022-03-31,CASTRO 1473,Sin dato,Sin dato,Sin dato
30,96,19,182487.0,CATAMARCA,962,2022-03-31,CATAMARCA 962,-34.620893,-58.404553,4326
30,72,36,183384.0,DEAN FUNES,1241,2022-03-31,DEAN FUNES 1241,-34.624972,-58.405771,4326
19,146,006B,424305.0,VIDT,1979,2022-03-31,VIDT 1979,-34.589129,-58.413869,4326
59,176,19,231979.0,"JUSTO, JUAN B. AV.",3865,2022-03-31,"JUSTO, JUAN B. AV. 3865",-34.603451,-58.457165,4326
19,150,12,426200.0,"SCALABRINI ORTIZ, RAUL AV.",2343,2022-04-01,"SCALABRINI ORTIZ, RAUL AV. 2343",-34.586655,-58.418181,4326
95,064A,000K,97000.0,"JUSTO, JUAN B. AV.",9100,2022-04-01,"JUSTO, JUAN B. AV. 9100",-34.633073,-58.516844,4326
27,88,4,338813.0,DEL LIBERTADOR AV.,7336,2022-04-01,DEL LIBERTADOR AV. 7336,-34.545797,-58.458656,4326
87,13,23,287864.0,"LISTA, RAMON, CORONEL",5282,2022-04-01,"LISTA, RAMON, CORONEL 5282",-34.614302,-58.523869,4326
15,10,010C,447278.0,CHARCAS,3324,2022-04-01,CHARCAS 3324,-34.591476,-58.412651,4326
35,43,17,402379.0,EL SALVADOR,5489,2022-04-01,EL SALVADOR 5489,-34.584210,-58.434308,4326
51,13,10,351337.0,CERETTI,2185,2022-04-01,CERETTI 2185,-34.580090,-58.491419,4326
30,82,47,182980.0,COCHABAMBA,2807,2022-04-01,COCHABAMBA 2807,-34.625543,-58.404249,4326
43,60,025C,368255.0,BESARES,3403,2022-04-01,BESARES 3403,-34.548947,-58.480835,4326
67,97,10,237012.0,TRES ARROYOS,2376,2022-04-02,TRES ARROYOS 2376,-34.614005,-58.470009,4326
22,4,4,182400.0,SAN JUAN AV.,2670,2022-04-02,SAN JUAN AV. 2670,-34.623815,-58.401796,4326
39,7,8,326679.0,"NAON, ROMULO",2439,2022-04-02,"NAON, ROMULO 2439",-34.566987,-58.472999,4326
23,90,10,412612.0,ORTEGA Y GASSET,1738,2022-04-03,ORTEGA Y GASSET 1738,-34.569555,-58.431943,4326
79,99,002C,260502.0,ALVAREZ JONTE AV.,3730,2022-04-03,ALVAREZ JONTE AV. 3730,-34.613624,-58.494013,4326
37,103,7,409241.0,ELCANO AV.,2956,2022-04-03,ELCANO AV. 2956,-34.570343,-58.457918,4326
59,116,14,233662.0,"JUSTO, JUAN B. AV.",4251,2022-04-03,"JUSTO, JUAN B. AV. 4251",-34.606098,-58.461032,4326
67,048A,1,250287.0,TERRADA,2140,2022-04-03,TERRADA 2140,-34.609390,-58.481328,4326
30,19,15,184865.0,MAZA,836,2022-04-03,MAZA 836,-34.621386,-58.414984,4326
39,76,2,325724.0,JURAMENTO AV.,2796,2022-04-03,JURAMENTO AV. 2796,-34.564090,-58.460088,4326
27,1,29,336543.0,VUELTA DE OBLIGADO,2560,2022-04-03,VUELTA DE OBLIGADO 2560,-34.557149,-58.459453,4326
40,100B,19,156259.0,"ALBERDI, JUAN BAUTISTA AV.",389,2022-04-03,"ALBERDI, JUAN BAUTISTA AV. 389",-34.622897,-58.433287,4326
45,92,13,174965.0,YERBAL,355,2022-04-03,YERBAL 355,-34.616332,-58.435394,4326
21,075A,29,430471.0,TUPIZA PJE.,3960,2022-04-04,TUPIZA PJE. 3960,-34.577982,-58.413703,4326
11,60,21,442128.0,AYACUCHO,1646,2022-04-04,AYACUCHO 1646,-34.590476,-58.392458,4326
67,109,16,236611.0,CARACAS,1555,2022-04-04,CARACAS 1555,-34.612984,-58.469618,4326
19,170,16,427414.0,GUEMES,4253,2022-04-04,GUEMES 4253,-34.583835,-58.420445,4326
39,70,17,326001.0,CRAMER AV.,2101,2022-04-04,CRAMER AV. 2101,-34.564622,-58.461299,4326
30,18,2,184898.0,ESTADOS UNIDOS,3424,2022-04-04,ESTADOS UNIDOS 3424,-34.622175,-58.413948,4326
22,39,23,180982.0,PAVON,2169,2022-04-04,PAVON 2169,-34.626712,-58.395179,4326
30,11,33,185196.0,LINIERS VIRREY,1653,2022-04-04,LINIERS VIRREY 1653,-34.630156,-58.413185,4326
5,47,2,221902.0,LAVALLE,1212,2022-04-04,LAVALLE 1212,Sin dato,Sin dato,Sin dato
22,4,25,182421.0,SAAVEDRA,1289,2022-04-04,SAAVEDRA 1289,-34.624833,-58.401132,4326
13,73,10,190980.0,TUCUMAN,3096,2022-04-04,TUCUMAN 3096,-34.600910,-58.409056,4326
22,36,022A,181087.0,PICHINCHA,984,2022-04-05,PICHINCHA 984,-34.620565,-58.398518,4326
39,89,004F,373070.0,CIUDAD DE LA PAZ,1948,2022-04-05,CIUDAD DE LA PAZ 1948,-34.564150,-58.456404,4326
47,033B,001J,306620.0,"PUEYRREDON, HONORIO, DR. AV.",1830,2022-04-05,"PUEYRREDON, HONORIO, DR. AV. 1830",-34.600755,-58.451697,4326
39,10,002A,325563.0,JURAMENTO,3640,2022-04-05,JURAMENTO 3640,-34.569356,-58.468989,4326
15,64,9,443889.0,SANCHEZ DE BUSTAMANTE,1773,2022-04-05,SANCHEZ DE BUSTAMANTE 1773,-34.590620,-58.409094,4326
37,96,15,407389.0,PALPA,2992,2022-04-05,PALPA 2992,-34.574891,-58.450304,4326
49,86,18,312484.0,TRONADOR,610,2022-04-05,TRONADOR 610,-34.585174,-58.467338,4326
17,31,37,172774.0,PRINGLES,682,2022-04-05,PRINGLES 682,-34.604464,-58.427424,4326
47,175,23,225479.0,GURRUCHAGA,422,2022-04-05,GURRUCHAGA 422,-34.597871,-58.442537,4326
39,10,3,325562.0,JURAMENTO,3652,2022-04-05,JURAMENTO 3652,-34.569413,-58.469086,4326
30,68,2,183491.0,LA RIOJA,1536,2022-04-05,LA RIOJA 1536,-34.628680,-58.406544,4326
47,084A,15,226927.0,HUAURA,1405,2022-04-05,HUAURA 1405,-34.597267,-58.453234,4326
14,70,002A,211707.0,SAN JUAN AV.,914,2022-04-06,SAN JUAN AV. 914,-34.622191,-58.378932,4326
39,83,2,325744.0,JURAMENTO AV.,2612,2022-04-06,JURAMENTO AV. 2612,-34.563297,-58.458751,4326
25,85,27,341985.0,MENDOZA,1211,2022-04-06,MENDOZA 1211,Sin dato,Sin dato,Sin dato
30,13,001B,185120.0,LINIERS VIRREY,1409,2022-04-06,LINIERS VIRREY 1409,-34.627885,-58.413392,4326
40,33,19,158357.0,THOMPSON,676,2022-04-06,THOMPSON 676,-34.627108,-58.438884,4326
25,25,7,335784.0,JURAMENTO AV.,2017,2022-04-06,JURAMENTO AV. 2017,-34.559928,-58.453239,4326
21,12,017F,432059.0,ARENALES,3519,2022-04-06,ARENALES 3519,-34.586093,-58.412525,4326
3,42,27,450245.0,PARAGUAY,651,2022-04-07,PARAGUAY 651,-34.597513,-58.376235,4326
40,61,13,157569.0,TEJEDOR,676,2022-04-07,TEJEDOR 676,-34.630658,-58.434672,4326
40,147B,20,155115.0,REPUBLICA DE INDONESIA,67,2022-04-07,REPUBLICA DE INDONESIA 67,-34.616728,-58.430583,4326
40,117,004A,155691.0,ROSARIO,222,2022-04-07,ROSARIO 222,-34.618817,-58.432038,4326
25,101,18,342265.0,CAZADORES,2433,2022-04-07,CAZADORES 2433,-34.550985,-58.445854,4326
87,57,10,280136.0,"BEIRO, FRANCISCO AV.",4994,2022-04-07,"BEIRO, FRANCISCO AV. 4994",-34.611087,-58.520185,4326
30,94,14,182581.0,HUMBERTO 1°,2796,2022-04-08,HUMBERTO 1° 2796,-34.622745,-58.404119,4326
15,18,5,444313.0,"CARCOVA, DE LA",3530,2022-04-08,"CARCOVA, DE LA 3530",-34.594634,-58.414163,4326
10,57,6,122876.0,"PALACIOS, ALFREDO L.",1260,2022-04-08,"PALACIOS, ALFREDO L. 1260",-34.643793,-58.367969,4326
35,59,8,403209.0,BONPLAND,1975,2022-04-08,BONPLAND 1975,-34.581240,-58.434849,4326
40,140,18,154966.0,"BONIFACIO, JOSE",63,2022-04-08,"BONIFACIO, JOSE 63",-34.625808,-58.427909,4326
39,68,010C,367064.0,"SUCRE, ANTONIO JOSE de, Mcal.",2887,2022-04-08,"SUCRE, ANTONIO JOSE de, Mcal. 2887",-34.566458,-58.459416,4326
25,87,003A,342227.0,MONROE,1238,2022-04-08,MONROE 1238,-34.551237,-58.447918,4326
37,50,2,407565.0,CONDE,908,2022-04-08,CONDE 908,-34.576908,-58.451748,4326
17,29,4,172701.0,PRINGLES,430,2022-04-08,PRINGLES 430,-34.606914,-58.427704,4326
15,53,47,446205.0,SANCHEZ DE BUSTAMANTE,2370,2022-04-08,SANCHEZ DE BUSTAMANTE 2370,-34.585701,-58.403879,4326
41,47,20,327406.0,ROOSEVELT FRANKLIN D.,3367,2022-04-09,ROOSEVELT FRANKLIN D. 3367,-34.563067,-58.470160,4326
40,100B,021A,161032.0,"ALBERDI, JUAN BAUTISTA AV.",369,2022-04-09,"ALBERDI, JUAN BAUTISTA AV. 369",-34.622871,-58.433050,4326
42,50,007B,149438.0,MALVINAS ARGENTINAS,306,2022-04-09,MALVINAS ARGENTINAS 306,-34.628345,-58.450238,4326
42,50,2,139311.0,"GOYENA, PEDRO AV.",1550,2022-04-09,"GOYENA, PEDRO AV. 1550",-34.628067,-58.449535,4326
27,6,24,337895.0,VUELTA DE OBLIGADO,3086,2022-04-09,VUELTA DE OBLIGADO 3086,-34.552476,-58.464116,4326
44,138A,003B,91933.0,ASAMBLEA AV.,1130,2022-04-09,ASAMBLEA AV. 1130,-34.635728,-58.440821,4326
23,79,28,412346.0,CLAY,3082,2022-04-09,CLAY 3082,-34.572491,-58.428512,4326
45,045B,4,176344.0,"ARANGUREN, JUAN F., Dr.",652,2022-04-09,"ARANGUREN, JUAN F., Dr. 652",-34.614175,-58.441426,4326
30,59,005A,183682.0,"URQUIZA, Gral.",1376,2022-04-09,"URQUIZA, Gral. 1376",-34.626988,-58.408572,4326
61,196,4,244429.0,TRIUNVIRATO AV.,4026,2022-04-09,TRIUNVIRATO AV. 4026,-34.579518,-58.477697,4326
45,015A,29,178827.0,YERBAL,855,2022-04-09,YERBAL 855,-34.619586,-58.442753,4326
48,153,29,140713.0,CARABOBO AV.,255,2022-04-09,CARABOBO AV. 255,-34.630058,-58.455196,4326
1,40,007B,223897.0,CORDOBA AV.,448,2022-04-09,CORDOBA AV. 448,-34.598675,-58.373791,4326
11,55,27,440390.0,SANTA FE AV.,2037,2022-04-09,SANTA FE AV. 2037,-34.595606,-58.396479,4326
21,78,014A,433516.0,DEL LIBERTADOR AV.,2970,2022-04-09,DEL LIBERTADOR AV. 2970,-34.577179,-58.410660,4326
45,042A,2,176279.0,YERBAL,637,2022-04-09,YERBAL 637,-34.618343,-58.439963,4326
37,142,18,410143.0,CESPEDES,2515,2022-04-09,CESPEDES 2515,-34.569839,-58.449412,4326
36,134,7,150137.0,BELGRANO AV.,3660,2022-04-09,BELGRANO AV. 3660,-34.615821,-58.417831,4326
21,42,16,429902.0,"SALGUERO, JERONIMO",2547,2022-04-09,"SALGUERO, JERONIMO 2547",-34.581681,-58.409945,4326
41,052A,015C,329099.0,CONDE,3036,2022-04-09,CONDE 3036,-34.558970,-58.472960,4326
25,33,16,335808.0,3 DE FEBRERO,2162,2022-04-09,3 DE FEBRERO 2162,-34.558773,-58.452593,4326
65,082A,23,134806.0,YERBAL,2321,2022-04-09,YERBAL 2321,-34.627274,-58.462138,4326
21,89,5,430749.0,FRAY JUSTO SANTAMARIA DE ORO,2904,2022-04-09,FRAY JUSTO SANTAMARIA DE ORO 2904,-34.574843,-58.420559,4326
47,138B,001H,313607.0,"JUSTO, JUAN B. AV.",2870,2022-04-10,"JUSTO, JUAN B. AV. 2870",-34.596934,-58.447260,4326
4,38,8,210242.0,BALCARCE,1322,2022-04-10,BALCARCE 1322,-34.623234,-58.369732,4326
15,7,018A,444819.0,PARAGUAY,3539,2022-04-10,PARAGUAY 3539,-34.592154,-58.414680,4326
31,39,31,421257.0,ARAOZ,690,2022-04-10,ARAOZ 690,Sin dato,Sin dato,Sin dato
19,172,005H,428127.0,GUEMES,4489,2022-04-10,GUEMES 4489,-34.582249,-58.422636,4326
36,60,34,152636.0,REPUBLICA BOLIVARIANA DE VENEZUELA,4121,2022-04-10,REPUBLICA BOLIVARIANA DE VENEZUELA 4121,-34.617768,-58.423048,4326
79,038A,012B,311784.0,"JUSTO, JUAN B. AV.",6747,2022-04-10,"JUSTO, JUAN B. AV. 6747",-34.625275,-58.486629,4326
31,58,006B,433631.0,"JUSTO, JUAN B. AV.",2094,2022-04-10,"JUSTO, JUAN B. AV. 2094",-34.591534,-58.439481,4326
47,153,016A,314100.0,CAMARGO,544,2022-04-10,CAMARGO 544,-34.600269,-58.440412,4326
23,60,7,416051.0,ARRIBEÑOS,1689,2022-04-10,ARRIBEÑOS 1689,-34.562138,-58.446842,4326
85,037A,2,282749.0,MIRANDA,5060,2022-04-11,MIRANDA 5060,-34.623286,-58.506248,4326
1,30,29,220560.0,SAN MARTIN,580,2022-04-11,SAN MARTIN 580,Sin dato,Sin dato,Sin dato
48,122,13,141613.0,DIRECTORIO AV.,2277,2022-04-11,DIRECTORIO AV. 2277,-34.632773,-58.458661,4326
23,56,5,412109.0,ARCOS,1601,2022-04-11,ARCOS 1601,-34.564860,-58.449937,4326
47,140,033A,308212.0,PADILLA,1248,2022-04-11,PADILLA 1248,-34.595414,-58.447705,4326
39,79,010A,326592.0,OLAZABAL,2723,2022-04-11,OLAZABAL 2723,-34.561918,-58.461337,4326
47,75,3,228404.0,GALICIA,228,2022-04-11,GALICIA 228,-34.602334,-58.445969,4326
38,204,3,38034.0,"GARAY, JUAN DE AV.",3810,2022-04-11,"GARAY, JUAN DE AV. 3810",-34.631712,-58.418135,4326
47,106,35,227349.0,ITURRI,264,2022-04-11,ITURRI 264,-34.593545,-58.453883,4326
30,29,16,184521.0,LINIERS VIRREY,844,2022-04-11,LINIERS VIRREY 844,-34.621311,-58.413710,4326
30,74,3,183297.0,"CALVO, CARLOS",2918,2022-04-12,"CALVO, CARLOS 2918",-34.621926,-58.406461,4326
45,49,10,175708.0,PARRAL,91,2022-04-12,PARRAL 91,-34.618390,-58.439389,4326
13,103,32,190197.0,PUEYRREDON AV.,932,2022-04-12,PUEYRREDON AV. 932,Sin dato,Sin dato,Sin dato
83,87,006A,271188.0,"MISTRAL, GABRIELA",3990,2022-04-12,"MISTRAL, GABRIELA 3990",-34.595699,-58.515287,4326
7,53,001E,453064.0,LIBERTAD,1590,2022-04-12,LIBERTAD 1590,Sin dato,Sin dato,Sin dato
69,105,2,243083.0,SAN MARTIN AV.,3516,2022-04-12,SAN MARTIN AV. 3516,-34.601193,-58.472543,4326
59,68,004G,307582.0,"JUSTO, JUAN B. AV.",4455,2022-04-12,"JUSTO, JUAN B. AV. 4455",-34.607650,-58.463328,4326
3,4,14,451137.0,LIBERTAD,1143,2022-04-13,LIBERTAD 1143,Sin dato,Sin dato,Sin dato
33,59,21,400920.0,CASTILLO,1785,2022-04-13,CASTILLO 1785,Sin dato,Sin dato,Sin dato
45,67,9,176145.0,"GALLARDO, ANGEL AV.",890,2022-04-14,"GALLARDO, ANGEL AV. 890",-34.606642,-58.442751,4326
21,31,8,429324.0,"SALGUERO, JERONIMO",2310,2022-04-14,"SALGUERO, JERONIMO 2310",-34.584890,-58.410952,4326
9,46,17,206196.0,PASTEUR,431,2022-04-14,PASTEUR 431,-34.604110,-58.399469,4326
54,193,27,3151.0,"ALBERDI, JUAN BAUTISTA AV.",3333,2022-04-14,"ALBERDI, JUAN BAUTISTA AV. 3333",-34.634942,-58.473836,4326
3,52,003D,450077.0,SAN MARTIN,839,2022-04-15,SAN MARTIN 839,Sin dato,Sin dato,Sin dato
36,129,28,150341.0,ESTADOS UNIDOS,3661,2022-04-15,ESTADOS UNIDOS 3661,-34.622484,-58.417314,4326
30,83,17,182902.0,DEAN FUNES,1120,2022-04-15,DEAN FUNES 1120,-34.623297,-58.405900,4326
42,48,003C,149396.0,DIRECTORIO AV.,1540,2022-04-15,DIRECTORIO AV. 1540,-34.630292,-58.448691,4326
48,34,41,145329.0,SAN PEDRITO AV.,321,2022-04-15,SAN PEDRITO AV. 321,-34.634782,-58.467933,4326
17,84,1,171205.0,MEDRANO AV.,926,2022-04-15,MEDRANO AV. 926,-34.599004,-58.420428,4326
65,64,6,135649.0,AVELLANEDA AV.,2558,2022-04-15,AVELLANEDA AV. 2558,-34.624977,-58.466836,4326
37,36,27,407852.0,CESPEDES,3321,2022-04-15,CESPEDES 3321,-34.577358,-58.453902,4326
51,47,018A,371092.0,BAUNESS,2111,2022-04-16,BAUNESS 2111,-34.577534,-58.484993,4326
9,7,26,207418.0,PASO,514,2022-04-16,PASO 514,-34.603208,-58.403667,4326
19,94,3,428326.0,SOLER,4930,2022-04-16,SOLER 4930,-34.585069,-58.427381,4326
37,114,3,409042.0,"AVILES, VIRREY",2918,2022-04-16,"AVILES, VIRREY 2918",-34.570485,-58.456357,4326
43,69,10,331761.0,CONDE,3791,2022-04-17,CONDE 3791,-34.552114,-58.478178,4326
40,31,15,158404.0,DIRECTORIO AV.,785,2022-04-17,DIRECTORIO AV. 785,-34.628685,-58.438380,4326
57,100,004C,148204.0,RIVADAVIA AV.,5665,2022-04-17,RIVADAVIA AV. 5665,-34.622050,-58.445460,4326
15,50,1,446072.0,JUNCAL,2902,2022-04-17,JUNCAL 2902,-34.587916,-58.406633,4326
15,23,001A,447713.0,BILLINGHURST,1692,2022-04-17,BILLINGHURST 1692,-34.590895,-58.410666,4326
49,172,005F,237466.0,FOREST AV.,850,2022-04-17,FOREST AV. 850,-34.582804,-58.456237,4326
30,76,15,183236.0,LA RIOJA,866,2022-04-18,LA RIOJA 866,-34.620434,-58.407609,4326
27,5,001E,373586.0,VUELTA DE OBLIGADO,2976,2022-04-18,VUELTA DE OBLIGADO 2976,-34.553250,-58.463320,4326
79,028A,21,262283.0,"ESCALADA DE SAN MARTIN, R.",4027,2022-04-18,"ESCALADA DE SAN MARTIN, R. 4027",-34.623534,-58.490348,4326
30,22,11,184781.0,LINIERS VIRREY,1586,2022-04-18,LINIERS VIRREY 1586,-34.629202,-58.413152,4326
48,139,9,141045.0,CAMACUA,644,2022-04-19,CAMACUA 644,-34.634589,-58.455349,4326
57,107,031A,147654.0,ARENGREEN,1211,2022-04-19,ARENGREEN 1211,-34.613341,-58.449346,4326
48,126,9,141469.0,"BONORINO, ESTEBAN, Cnel. AV.",940,2022-04-19,"BONORINO, ESTEBAN, Cnel. AV. 940",-34.637860,-58.454353,4326
31,15,3,421181.0,"SCALABRINI ORTIZ, RAUL AV.",467,2022-04-19,"SCALABRINI ORTIZ, RAUL AV. 467",-34.598740,-58.436826,4326
1,24,002D,223616.0,CORDOBA AV.,622,2022-04-19,CORDOBA AV. 622,-34.598821,-58.375840,4326
20,22,022A,202775.0,INDEPENDENCIA AV.,2327,2022-04-19,INDEPENDENCIA AV. 2327,-34.618470,-58.399336,4326
14,69,31,211743.0,COCHABAMBA,958,2022-04-19,COCHABAMBA 958,-34.623708,-58.379210,4326
87,031A,022B,285822.0,CERVANTES,2115,2022-04-19,CERVANTES 2115,Sin dato,Sin dato,Sin dato
41,052A,9,329085.0,"BALBIN, RICARDO, DR. AV.",3041,2022-04-19,"BALBIN, RICARDO, DR. AV. 3041",-34.559218,-58.473350,4326
59,33,13,234551.0,TERRERO,1173,2022-04-19,TERRERO 1173,-34.614138,-58.462233,4326
9,36,015A,206416.0,AZCUENAGA,249,2022-04-19,AZCUENAGA 249,-34.606713,-58.400637,4326
10,45,001B,124589.0,MAGALLANES,1324,2022-04-20,MAGALLANES 1324,-34.641226,-58.369541,4326
55,237A,14,356255.0,"LARRALDE, CRISOLOGO AV.",4075,2022-04-20,"LARRALDE, CRISOLOGO AV. 4075",-34.557053,-58.483166,4326
48,132,23,141302.0,"BONORINO, ESTEBAN, Cnel. AV.",378,2022-04-20,"BONORINO, ESTEBAN, Cnel. AV. 378",-34.632319,-58.457833,4326
31,35,8,420010.0,"FRIAS, EUSTOQUIO, TTE. GENERAL",523,2022-04-20,"FRIAS, EUSTOQUIO, TTE. GENERAL 523",-34.600865,-58.432158,4326
38,67,4,40952.0,BALBASTRO,756,2022-04-20,BALBASTRO 756,-34.636476,-58.429149,4326
41,64,12,327866.0,"FREIRE, RAMON, CAP. GRAL.",2770,2022-04-20,"FREIRE, RAMON, CAP. GRAL. 2770",-34.560662,-58.469085,4326
39,63,005B,375439.0,MENDOZA,2990,2022-04-20,MENDOZA 2990,Sin dato,Sin dato,Sin dato
11,86,3,441983.0,DEL LIBERTADOR AV.,1034,2022-04-20,DEL LIBERTADOR AV. 1034,-34.586492,-58.386541,4326
83,72,7,303621.0,CHIVILCOY AV.,4590,2022-04-20,CHIVILCOY AV. 4590,-34.596054,-58.515413,4326
30,12,027A,186012.0,PAVON,3421,2022-04-20,PAVON 3421,-34.629579,-58.413627,4326
19,7,27,424730.0,"CABRERA, JOSE A.",3849,2022-04-21,"CABRERA, JOSE A. 3849",-34.596424,-58.420673,4326
13,78,017K,196100.0,ECUADOR,224,2022-04-21,ECUADOR 224,-34.607474,-58.409183,4326
21,17,12,430528.0,FRAY JUSTO SANTAMARIA DE ORO,2539,2022-04-21,FRAY JUSTO SANTAMARIA DE ORO 2539,-34.578767,-58.423825,4326
12,9,020A,218252.0,SOLIS,788,2022-04-21,SOLIS 788,-34.617849,-58.390291,4326
23,110,26,413130.0,MAURE,1657,2022-04-21,MAURE 1657,-34.566311,-58.435677,4326
23,33,11,411702.0,VILLANUEVA,1347,2022-04-22,VILLANUEVA 1347,-34.565329,-58.442697,4326
41,136,16,329765.0,AMENABAR,3104,2022-04-22,AMENABAR 3104,-34.554434,-58.466569,4326
89,53,23,281915.0,LASTRA AV.,3816,2022-04-22,LASTRA AV. 3816,-34.607818,-58.521112,4326
47,11,15,230329.0,"REPETTO, NICOLAS, DR.",2155,2022-04-22,"REPETTO, NICOLAS, DR. 2155",-34.600539,-58.456440,4326
69,69,030A,312706.0,TERRERO,3265,2022-04-22,TERRERO 3265,-34.603319,-58.480135,4326
39,80,019A,326890.0,BLANCO ENCALADA,2751,2022-04-22,BLANCO ENCALADA 2751,-34.561081,-58.462308,4326
15,106,23,443373.0,ARENALES,2875,2022-04-22,ARENALES 2875,-34.591121,-58.405827,4326
31,7,011B,433461.0,CORRIENTES AV.,5645,2022-04-22,CORRIENTES AV. 5645,-34.595928,-58.442915,4326
83,163B,12,270056.0,NAVARRO,3584,2022-04-22,NAVARRO 3584,-34.599852,-58.503941,4326
49,39,5,241066.0,DE LOS INCAS AV.,4336,2022-04-22,DE LOS INCAS AV. 4336,-34.580473,-58.472741,4326
11,49,6,442302.0,"PACHECO DE MELO, JOSE ANDRES",2058,2022-04-23,"PACHECO DE MELO, JOSE ANDRES 2058",-34.590531,-58.395459,4326
65,94,001A,149101.0,CARACAS,998,2022-04-23,CARACAS 998,-34.618587,-58.465767,4326
19,137,25,426543.0,PARAGUAY,4171,2022-04-23,PARAGUAY 4171,-34.587217,-58.420824,4326
57,71,20,131804.0,"VALLESE, FELIPE",1365,2022-04-23,"VALLESE, FELIPE 1365",-34.616222,-58.453906,4326
38,67,6,40954.0,BALBASTRO,780,2022-04-23,BALBASTRO 780,-34.636504,-58.429315,4326
48,13,15,146158.0,PRIMERA JUNTA,3336,2022-04-23,PRIMERA JUNTA 3336,-34.643298,-58.463949,4326
15,119,14,443130.0,LAPRIDA,1563,2022-04-23,LAPRIDA 1563,-34.591423,-58.404583,4326
21,74,32,430281.0,"SEGUI, JUAN FRANCISCO",3850,2022-04-23,"SEGUI, JUAN FRANCISCO 3850",-34.577818,-58.412182,4326
1,35,017B,223835.0,RECONQUISTA,228,2022-04-23,RECONQUISTA 228,-34.605302,-58.372381,4326
49,86,000A,312485.0,TRIUNVIRATO AV.,3168,2022-04-23,TRIUNVIRATO AV. 3168,-34.584102,-58.466685,4326
28,25,7,194362.0,RIVADAVIA AV.,3446,2022-04-23,RIVADAVIA AV. 3446,-34.610853,-58.415057,4326
39,85,002C,326297.0,AMENABAR,2278,2022-04-23,AMENABAR 2278,-34.561483,-58.460046,4326
15,36,10,446761.0,"FIGUEROA ALCORTA, PRES. AV.",3298,2022-04-24,"FIGUEROA ALCORTA, PRES. AV. 3298",-34.578724,-58.402010,4326
93,84,5,293688.0,BRUSELAS,1446,2022-04-24,BRUSELAS 1446,-34.620939,-58.528078,4326
47,102,4,226746.0,FITZ ROY,271,2022-04-24,FITZ ROY 271,-34.596143,-58.451308,4326
27,139,15,370384.0,"UDAONDO, GUILLERMO AV.",1228,2022-04-24,"UDAONDO, GUILLERMO AV. 1228",-34.546653,-58.452258,4326
47,022A,13,229696.0,"RODRIGUEZ, MANUEL A., GENERAL",2021,2022-04-24,"RODRIGUEZ, MANUEL A., GENERAL 2021",-34.600777,-58.454623,4326
65,15,35,137390.0,AVELLANEDA AV.,3049,2022-04-24,AVELLANEDA AV. 3049,-34.627001,-58.473739,4326
