Código,Calidad 1,Calidad 2,Calidad 3,Calidad 4
20110602,326,22,2,0
20110603,292,43,9,0
20110604,301,25,0,0
20110605,250,44,3,0
20110606,247,48,3,0
20110607,254,29,3,0
20110608,242,34,2,0
20110609,232,45,0,1
20110610,226,31,3,1
20110611,256,38,3,0
20110701,136,16,2,0
20110702,294,21,2,1
20110703,262,29,2,0
20110704,295,19,2,0
20110705,316,24,5,0
20110706,263,22,2,0
20110707,239,26,2,0
20110708,226,10,4,0
20110709,253,39,2,1
20110710,255,23,4,0
20110711,281,34,3,0
20110712,245,42,4,0
20110801,303,33,0,0
20110802,285,43,1,0
20110803,199,10,0,0
20110804,321,6,0,0
20110805,244,17,0,0
20110806,330,26,7,0
20110807,308,20,2,0
20110808,329,17,3,0
20110809,334,24,1,0
20110901,272,33,1,1
20110902,280,12,1,0
20110903,333,32,6,0
20110904,231,19,0,0
20110905,282,9,0,0
20110906,226,18,0,0
20110907,288,14,0,0
20110908,273,33,1,0
20110909,221,23,0,0
20110910,319,7,0,0
20110911,219,24,2,0
20110912,293,1,0,0
20111001,258,32,3,0
20111002,341,26,1,0
20111003,306,8,0,0
20111004,286,41,0,0
20111005,360,22,1,0
20111006,438,14,1,0
20111007,305,26,0,0
20111008,298,13,2,0
20111009,290,22,0,1
20111010,222,25,0,0
20111101,245,14,1,0
20111102,258,44,0,0
20111103,248,52,6,1
20111104,81,10,2,0
20111105,294,25,4,0
20111106,298,57,1,0
20111107,257,34,5,0
20111108,265,34,2,0
20111109,227,10,1,0
20111201,215,14,0,0
20111202,194,22,1,0
20111203,298,39,5,1
20111204,255,14,0,0
20111205,201,28,1,0
20111206,292,20,1,0
20111207,231,17,2,0
20111208,261,3,0,0
20111209,215,12,1,0
20111210,225,30,1,0
20111301,291,52,0,0
20111302,330,51,0,0
20111303,294,17,0,0
20111304,309,27,8,0
20111305,350,32,3,0
20111306,317,32,3,0
20111307,282,13,1,0
20111308,258,18,0,0
20111309,330,17,14,0
20111310,237,10,1,0
20111311,298,28,1,0
20111401,297,58,3,0
20111402,302,25,2,0
20111403,317,39,4,0
20111404,248,26,1,0
20111405,276,31,6,0
20111406,367,27,2,0
20111407,631,47,2,0
20111501,311,29,2,0
20111502,292,28,1,0
20111503,316,33,3,0
20111504,322,19,3,2
20111505,260,57,2,0
20111506,275,20,7,0
20111507,251,24,5,0
20111508,325,21,1,1
20111509,311,19,0,0
20111510,297,17,10,0
20111511,345,34,5,0
20111601,282,26,2,0
20111602,339,10,3,0
20111603,228,28,0,1
20111604,224,21,0,1
20111605,250,25,3,0
20111606,279,29,0,0
20111607,313,29,0,2
20111608,349,29,0,0
20111609,236,16,0,0
20111610,206,19,3,0
20111701,250,30,4,0
20111702,227,48,4,0
20111703,294,20,6,0
20111704,229,66,9,2
20111705,223,21,5,0
20111706,320,54,10,0
20111707,293,12,3,0
20111708,257,38,2,0
20111801,199,28,1,0
20111802,240,42,2,0
20111803,243,23,4,0
20111804,298,26,0,0
20111805,284,20,5,0
20111806,426,66,14,0
20111807,276,21,6,0
20111808,254,72,1,1
20111809,251,31,4,0
20111901,180,27,3,0
20111902,285,30,1,0
20111903,230,46,2,0
20111904,295,28,4,0
20111905,252,28,6,0
20111906,298,26,1,0
20111907,272,27,6,0
20111908,235,55,3,0
20111909,277,41,4,0
20112001,308,30,6,0
20112002,300,9,3,0
20112003,274,74,11,0
20112004,244,34,3,0
20112005,248,60,6,0
20112006,209,22,4,0
20112007,206,18,1,0
20112008,185,3,1,0
20112009,243,11,2,0
20112010,266,19,0,0
20112011,190,52,4,0
20112101,292,21,3,0
20112102,243,12,2,1
20112103,380,22,3,0
20112104,280,23,8,0
20112105,341,37,4,1
20112106,314,35,2,0
20112107,236,23,1,0
20112108,215,30,4,0
20112109,211,7,0,0
20112110,242,29,7,0
20112111,314,40,10,1
20112201,247,51,1,0
20112202,301,43,3,1
20112203,319,24,3,2
20112204,200,53,6,0
20112205,271,27,1,2
20112206,352,30,1,0
20112207,318,18,4,0
20112208,257,5,2,0
20112209,224,30,5,0
20112210,271,25,2,0
20112211,216,16,4,0
20120101,167,21,0,0
20120102,163,29,0,0
20120103,163,13,0,0
20120104,244,20,2,0
20120105,193,7,5,1
20120106,229,44,3,0
20120107,313,11,4,0
20120108,150,25,2,1
20120109,289,55,5,0
20120110,302,44,4,0
20120111,320,43,2,0
20120201,277,28,6,1
20120202,254,53,2,0
20120203,317,63,1,0
20120204,328,41,3,0
20120205,331,39,1,0
20120206,288,39,8,0
20120207,284,22,10,0
20120208,298,32,4,1
20120301,92,11,1,0
20120302,198,24,3,0
20120303,229,28,4,0
20120304,217,41,1,0
20120305,243,42,4,0
20120306,261,63,11,0
20120307,307,59,10,0
20120308,218,29,3,0
20120309,170,27,7,0
20120310,222,60,4,0
20120311,248,28,2,0
20120401,226,18,1,0
20120402,213,45,10,0
20120403,319,63,1,0
20120404,246,26,5,1
20120405,212,18,1,0
20120406,263,26,1,0
20120407,461,35,0,0
20120408,238,34,9,0
20120409,184,33,3,2
20120410,188,28,7,0
20120501,178,24,1,1
20120502,240,37,2,0
20120503,492,32,4,0
20120504,243,31,0,1
20120505,304,32,9,0
20120506,266,21,0,0
20120507,307,10,4,0
20120508,346,64,3,0
20120509,225,74,3,0
20120510,254,18,4,0
20120511,277,30,7,1
20120601,286,13,0,0
20120602,323,22,2,1
20120603,234,18,1,0
20120604,296,28,1,0
20120605,329,40,13,0
20120606,292,39,7,0
20120607,315,10,4,0
20120608,250,34,1,0
20120609,241,58,1,1
20120610,276,17,2,1
20120701,268,43,2,0
20120702,258,37,3,0
20120703,293,18,4,0
20120704,278,42,1,0
20120705,241,22,0,1
20120706,289,52,1,1
20120707,267,25,5,0
20120708,326,29,3,0
20120709,523,24,3,0
20120710,394,71,4,0
20120801,328,64,14,0
20120802,251,17,1,0
20120803,288,28,3,0
20120804,216,35,5,0
20120805,299,41,0,0
20120806,322,20,1,0
20120807,321,27,11,0
20120808,376,31,1,0
20120809,362,23,1,1
20120810,202,61,6,0
20120811,223,19,0,0
20120901,266,43,4,2
20120902,345,50,5,0
20120903,309,54,14,0
20120904,325,52,6,0
20120905,322,26,5,1
20120906,327,31,4,3
20120907,272,22,4,0
20121001,270,41,10,0
20121002,330,44,4,0
20121003,248,24,9,1
20121004,222,34,0,0
20121005,254,33,5,0
20121006,301,38,3,0
20121007,215,31,0,1
20121008,457,9,3,0
20121009,271,31,5,0
20121010,198,50,7,0
20121011,284,33,5,0
20121101,292,23,4,0
20121102,240,16,2,1
20121103,189,52,2,0
20121104,286,33,5,1
20121105,217,45,19,3
20121106,278,25,3,1
20121107,302,13,4,0
20121108,303,22,0,0
20121109,366,4,0,0
20121110,225,38,2,1
20121111,231,40,1,0
20121201,261,9,0,0
20121202,473,17,3,1
20121203,467,16,2,0
20121204,307,42,0,0
20121205,298,23,1,0
20121206,225,16,2,0
20121207,353,22,0,0
20121208,238,23,2,0
20121301,363,37,2,0
20121302,357,29,2,0
20121303,683,27,1,0
20121304,444,44,1,0
20121305,446,10,0,0
20121306,345,44,1,0
20121307,204,17,0,0
20121401,358,11,0,0
20121402,360,35,0,0
20121403,292,12,0,0
20121404,390,8,0,0
20121405,410,8,0,0
20121406,294,19,1,0
20121407,387,41,0,0
20121408,419,44,0,0
20121409,305,14,0,0
20121410,381,41,1,0
20121501,341,22,2,0
20121502,397,22,0,0
20121503,380,25,0,0
20121504,376,39,0,0
20121505,303,88,0,0
20121506,317,20,2,0
20121507,366,13,0,0
20121508,346,12,1,0
20121509,399,21,2,0
20121510,263,27,3,0
20121511,228,34,3,0
20121512,251,13,3,0
20121513,233,11,1,0
20121601,347,27,5,0
20121602,308,36,1,0
20121603,300,7,1,0
20121604,417,28,2,1
20121605,442,27,1,0
20121606,573,55,1,0
20121607,303,12,1,0
20121608,439,77,2,0
20121609,349,9,0,0
20121610,272,51,3,1
20121611,309,23,1,0
20121612,250,59,2,0
20121613,163,29,3,0
20121614,166,4,0,0
20121701,290,46,7,0
20121702,280,59,7,0
20121703,294,25,3,0
20121704,266,31,3,0
20121705,385,40,2,0
20121706,333,52,3,0
20121707,324,26,5,0
20121708,509,34,2,0
20121801,198,28,2,0
20121802,240,63,5,0
20121803,274,34,4,1
20121804,244,43,9,0
20121805,243,38,9,0
20121806,273,25,2,0
20121807,289,32,7,0
20121808,291,22,1,0
20121809,228,31,4,0
20121810,235,34,2,1
20121811,202,29,2,0
20121812,365,52,8,1
20121813,273,32,0,0
20121901,337,8,0,0
20121902,211,7,0,0
20121903,242,8,0,0
20121904,306,51,5,1
20121905,328,31,7,0
20121906,303,40,4,1
20121907,307,30,2,0
20121908,266,34,2,0
20121909,270,38,3,0
20121910,320,24,4,0
20121911,310,20,4,0
20121912,277,35,3,0
20121913,266,3,3,0
20122001,283,30,0,0
20122002,458,54,2,0
20122003,385,10,3,0
20122004,355,26,5,0
20122005,314,36,1,0
20122006,374,27,1,0
20122007,317,21,4,0
20122008,288,20,1,0
20122101,440,13,3,0
20122102,392,16,1,0
20122103,322,19,0,0
20122104,389,25,2,0
20122105,183,7,1,0
20122106,289,29,1,0
20122107,273,52,5,0
20122108,264,27,3,0
20122109,244,24,2,0
20122110,220,34,4,0
20122201,254,25,5,0
20122202,307,43,5,0
20122203,266,18,5,0
20122204,260,28,4,0
20122205,340,18,2,0
20122206,377,48,8,0
20122207,410,20,3,1
20122208,315,14,2,1
20122209,325,26,5,0
20122210,316,36,3,0
20122211,329,33,3,0
20130101,282,12,0,0
20130102,314,25,1,0
20130103,250,4,0,0
20130104,293,61,1,0
20130105,381,12,0,0
20130106,287,46,23,0
20130107,166,13,2,0
20130108,229,9,0,0
20130109,187,7,3,0
20130110,269,35,0,0
20130111,235,23,1,0
20130112,218,23,0,1
20130113,226,12,1,0
20130114,245,16,1,0
20130201,475,39,0,0
20130202,300,27,2,0
20130203,227,23,4,1
20130204,196,33,4,1
20130205,265,51,7,0
20130206,431,25,4,0
20130207,283,8,0,0
20130208,228,22,2,0
20130209,366,23,1,0
20130210,385,39,12,0
20130211,275,17,0,0
20130301,357,16,0,0
20130302,249,11,5,0
20130303,317,13,1,0
20130304,411,18,0,0
20130305,292,15,2,0
20130306,249,17,4,0
20130307,274,7,2,0
20130308,249,26,2,0
20130309,301,27,3,0
20130310,416,26,0,0
20130401,275,8,1,0
20130402,304,33,1,0
20130403,278,21,1,0
20130404,372,50,1,0
20130405,338,20,0,0
20130406,363,31,2,0
20130407,274,16,0,0
20130408,231,30,3,0
20130409,308,25,1,0
20130410,223,6,0,0
20130411,285,28,3,0
20130412,537,44,1,1
20130413,299,20,2,0
20130414,303,20,1,0
20130501,306,27,2,0
20130502,369,23,5,0
20130503,474,49,2,0
20130504,440,33,0,0
20130505,298,36,7,0
20130506,370,47,1,0
20130507,263,60,1,0
20130508,372,34,1,0
20130601,264,17,1,0
20130602,371,19,6,0
20130603,350,9,0,0
20130604,345,45,7,0
20130605,406,37,2,0
20130606,320,25,3,0
20130607,370,17,4,0
20130608,298,34,3,0
20130701,260,9,0,0
20130702,206,13,1,0
20130703,425,27,1,0
20130704,332,7,1,0
20130705,456,17,0,0
20130706,345,24,0,0
20130707,316,11,0,0
20130708,284,19,1,0
20130709,354,8,1,0
20130801,299,12,0,0
20130802,252,19,0,0
20130803,389,18,0,0
20130804,339,25,14,0
20130805,390,53,7,0
20130806,283,8,0,0
20130807,309,28,1,0
20130808,396,14,0,1
20130809,298,27,1,0
20130810,276,13,0,0
20130901,262,18,1,2
20130902,257,37,0,0
20130903,215,19,2,0
20130904,281,11,0,0
20130905,455,29,1,0
20130906,286,27,5,0
20130907,291,3,0,0
20130908,319,9,0,0
20130909,345,14,0,0
20130910,221,14,0,0
20131001,370,41,1,1
20131002,327,15,2,0
20131003,372,27,2,0
20131004,387,24,0,2
20131005,194,31,6,1
20131006,349,24,5,0
20131007,258,40,13,1
20131008,409,20,1,0
20131009,304,9,0,0
20131010,356,42,2,0
20131011,290,15,1,0
20131101,155,11,4,0
20131102,213,24,2,0
20131103,178,16,0,0
20131104,214,9,3,0
20131105,204,11,0,0
20131106,339,29,5,0
20131107,241,18,6,0
20131201,254,22,0,0
20131202,300,11,1,0
20131203,215,18,3,0
20131204,339,11,0,0
20131205,193,16,1,2
20131206,200,29,6,0
20131207,275,47,12,5
20131208,245,26,1,0
20131209,325,49,4,0
20131210,220,20,4,0
20131301,346,6,0,0
20131302,146,1,0,0
20131303,316,3,0,0
20131304,351,17,1,1
20131305,388,18,0,0
20131306,116,15,0,0
20131307,264,34,0,1
20131308,235,13,0,0
20131309,271,2,0,0
20131310,342,4,0,0
20131311,199,12,1,0
20131312,318,6,0,0
20131313,506,19,1,0
20131314,328,14,0,0
20131401,305,22,0,0
20131402,156,6,0,0
20131403,337,22,0,1
20131404,279,9,0,0
20131405,209,18,0,1
20131406,337,18,0,0
20131407,157,5,1,0
20131408,219,30,0,0
20131409,223,11,0,0
20131410,285,12,0,0
20131411,249,18,0,1
20131501,311,37,2,0
20131502,351,6,0,0
20131503,316,31,0,0
20131504,176,17,3,0
20131505,356,25,2,1
20131506,272,2,5,0
20131507,376,0,0,0
20131508,349,14,0,0
20131509,352,51,0,0
20131510,298,32,0,0
20131511,308,56,3,0
20131512,310,12,1,0
20131601,381,7,0,0
20131602,412,12,0,0
20131603,242,5,2,0
20131604,353,14,0,0
20131605,249,2,0,0
20131606,168,1,0,0
20131607,340,21,4,0
20131608,335,12,0,0
20131609,351,22,0,0
20131610,363,22,0,0
20131611,342,24,13,0
20131612,322,17,0,0
20131613,219,2,0,0
20131701,385,74,10,2
20131702,414,50,0,0
20131703,307,50,1,0
20131704,229,13,1,0
20131705,270,11,0,0
20131706,333,11,0,0
20131707,334,47,1,0
20131708,297,17,0,0
20131709,366,32,1,0
20131710,340,47,5,1
20131711,235,9,1,0
20131801,299,31,1,1
20131802,367,31,2,2
20131803,383,6,1,0
20131804,266,26,0,1
20131805,265,14,1,0
20131806,268,32,1,0
20131807,359,20,1,0
20131808,266,8,1,0
20131809,153,12,1,0
20131810,237,32,1,0
20131901,322,9,4,0
20131902,382,8,3,0
20131903,276,8,0,1
20131904,214,12,0,0
20131905,322,34,3,0
20131906,194,17,0,0
20131907,217,4,0,0
20131908,317,5,0,0
20131909,287,39,1,0
20131910,291,17,3,0
20131911,158,2,0,0
20131912,261,4,0,1
20132001,285,16,0,0
20132002,371,10,0,0
20132003,169,2,0,0
20132004,303,9,0,0
20132005,294,6,0,0
20132006,400,24,0,0
20132007,348,18,0,0
20132008,355,28,0,0
20132009,239,16,0,0
20132010,264,4,0,0
20132011,220,31,0,0
20132012,260,9,1,0
20132101,227,5,0,0
20132102,141,7,0,0
20132103,221,5,0,0
20132104,309,10,0,0
20132105,279,7,0,0
20132106,289,19,0,0
20132107,412,30,1,0
20132108,334,4,0,0
20132109,339,19,0,0
20132110,316,18,1,0
20132201,232,16,1,0
20132202,212,6,0,0
20132203,210,7,0,0
20132204,297,25,0,0
20132205,386,3,1,0
20132206,383,2,0,0
20132207,449,4,0,0
20132208,327,34,0,0
20132209,192,18,0,0
20132301,488,45,1,1
20132302,232,11,0,0
20132303,480,52,2,0
20132304,253,34,1,1
20132305,202,10,0,0
20132306,312,40,1,0
20132307,245,7,0,0
20132308,438,60,4,0
20132309,327,35,1,0
20132310,205,34,0,0
20132311,373,36,0,0
20132401,193,3,0,0
20132402,223,21,1,0
20132403,248,8,0,0
20132404,321,40,3,0
20132405,271,11,0,0
20132406,239,59,7,0
20132407,327,13,3,1
20132408,316,10,1,1
20132409,314,53,6,3
20132410,236,38,4,0
20132501,234,8,0,0
20132502,250,20,0,0
20132503,320,57,6,0
20132504,217,44,3,0
20132505,174,17,2,0
20132506,229,22,4,0
20132507,426,28,2,0
20132508,336,22,0,0
20132601,245,63,4,1
20132602,287,27,4,2
20132603,245,35,0,0
20132604,326,55,4,0
20132605,279,22,0,0
20132606,224,9,1,0
20132607,177,6,0,0
20132608,160,53,0,0
20132609,181,16,3,0
20132610,368,58,2,0
20132611,260,19,1,0
20132701,166,7,1,0
20132702,390,6,0,0
20132703,417,16,1,0
20132704,350,33,1,0
20132705,288,14,2,0
20132706,495,26,0,0
20132707,455,37,2,0
20132708,333,26,0,0
20132709,392,5,1,0
20132801,209,9,44,0
20132802,195,11,3,0
20132803,262,30,0,0
20132804,176,22,1,0
20132805,203,12,0,0
20132806,326,18,2,0
20132807,283,42,1,0
20132808,418,30,0,0
20132809,345,35,1,0
20132810,247,21,0,0
20132901,214,37,20,0
20132902,258,20,2,0
20132903,224,18,3,0
20132904,352,22,0,0
20132905,224,44,6,0
20132906,306,20,0,1
20132907,325,20,6,0
20132908,351,51,7,0
20132909,203,4,1,0
20132910,239,13,0,0
20132911,235,65,5,1
20140101,202,6,0,0
20140102,231,12,2,0
20140103,361,25,2,0
20140104,328,27,0,0
20140105,509,63,2,0
20140106,406,37,0,0
20140107,279,56,4,0
20140108,278,13,0,0
20140109,375,3,0,0
20140110,432,11,1,0
20140201,444,46,2,0
20140202,235,33,1,1
20140203,332,7,0,0
20140204,299,19,1,0
20140205,300,24,0,0
20140206,253,11,1,0
20140207,299,8,1,0
20140208,378,21,0,0
20140209,352,19,0,0
20140210,460,9,0,1
20140301,672,54,1,0
20140302,213,9,0,0
20140303,196,24,5,0
20140304,282,14,1,0
20140305,390,11,0,0
20140306,158,4,0,0
20140307,287,2,0,0
20140308,382,18,0,0
20140309,412,29,0,0
20140310,297,10,0,0
20140311,313,33,0,0
20140312,274,25,0,0
20140401,389,11,5,0
20140402,218,2,0,0
20140403,182,32,0,0
20140404,269,23,0,0
20140405,358,9,1,0
20140406,433,17,0,1
20140407,411,19,0,0
20140408,434,40,1,0
20140409,375,25,1,0
20140410,609,58,3,1
20140501,286,55,9,1
20140502,342,13,1,0
20140503,361,39,7,0
20140504,254,10,0,0
20140505,452,28,2,0
20140506,254,20,1,0
20140507,198,15,2,0
20140508,147,21,12,0
20140509,478,15,2,0
20140510,491,24,2,0
20140601,441,40,1,0
20140602,309,36,0,0
20140603,306,27,6,0
20140604,326,20,2,1
20140605,331,32,4,1
20140606,415,49,6,0
20140607,293,60,2,0
20140608,214,22,1,0
20140609,358,26,1,0
20140610,199,13,0,0
20140701,279,66,6,1
20140702,309,92,6,0
20140703,256,23,4,0
20140704,357,38,4,0
20140705,225,27,3,0
20140706,276,13,0,0
20140707,201,20,5,0
20140708,200,22,2,4
20140709,227,22,3,2
20140801,234,58,4,1
20140802,226,55,0,1
20140803,158,9,2,0
20140804,223,18,0,0
20140805,438,21,0,0
20140806,405,42,4,0
20140807,252,37,0,0
20140808,262,30,3,1
20140809,423,30,6,0
20140901,461,20,0,0
20140902,265,36,0,0
20140903,437,62,3,0
20140904,474,59,0,0
20140905,163,30,0,0
20140906,264,28,3,0
20140907,240,17,0,0
20140908,330,47,0,0
20140909,349,12,1,0
20140910,382,19,0,0
20140911,379,9,1,0
20140912,314,28,3,0
20140913,280,58,1,1
20141001,5,1,0,0
20141101,272,9,0,0
20141102,449,15,0,0
20141103,183,41,5,1
20141104,248,21,2,0
20141105,368,5,1,1
20141106,337,13,0,0
20141107,238,26,1,0
20141108,482,31,8,1
20141109,374,21,0,0
20141110,177,26,1,0
20141111,251,52,3,0
20141112,330,23,4,0
20141113,383,9,1,0
20141114,206,4,1,0
20141201,211,7,0,0
20141202,335,39,0,0
20141203,287,34,0,0
20141204,307,32,4,0
20141205,340,25,1,0
20141206,216,43,1,0
20141207,117,27,0,0
20141208,150,31,5,0
20141209,300,14,4,0
20141210,325,26,0,0
20141211,262,7,0,0
20141301,190,39,20,0
20141302,248,26,18,17
20141303,338,41,6,1
20141304,195,30,14,0
20141305,256,41,2,0
20141306,245,24,4,0
20141307,129,7,1,1
20141308,224,34,6,0
20141309,249,49,6,0
20141310,222,43,5,1
20141311,193,41,1,1
20141312,220,17,1,0
20141401,396,58,0,0
20141402,277,10,0,0
20141403,348,7,0,0
20141404,164,27,2,1
20141405,149,6,4,0
20141406,197,3,0,0
20141407,144,17,8,0
20141408,427,26,1,0
20141409,452,21,2,1
20141410,328,12,0,0
20141411,362,38,2,0
20141501,264,19,1,0
20141502,331,11,1,0
20141503,330,13,0,0
20141504,354,18,0,1
20141505,420,21,0,0
20141506,359,50,1,0
20141507,330,14,0,0
20141508,748,88,0,2
20141601,561,12,2,0
20141602,317,12,0,0
20141603,462,54,1,0
20141604,333,64,0,0
20141605,346,12,1,0
20141606,117,5,0,0
20141607,256,64,1,0
20141701,324,13,1,0
20141702,344,25,0,0
20141703,322,7,0,0
20141704,191,6,0,0
20141705,310,14,0,0
20141706,253,18,0,0
20141707,298,12,1,0
20141708,596,14,1,0
20141801,348,5,1,0
20141802,284,16,0,0
20141803,417,37,0,0
20141804,341,28,1,0
20141805,439,22,1,1
20141806,328,13,0,0
20141807,262,16,0,0
20141808,425,44,4,0
20141901,225,47,0,0
20141902,496,19,1,0
20141903,478,50,0,0
20141904,534,77,4,0
20141905,596,35,0,0
20142001,519,46,1,0
20142002,614,35,4,0
20142003,430,20,2,1
20142004,333,12,0,0
20142005,339,33,0,0
20142006,258,15,1,0
20142007,151,12,0,0
20142101,362,26,3,0
20142102,213,48,4,0
20142103,126,12,4,0
20142104,229,19,3,0
20142105,123,30,1,3
20142106,218,19,1,0
20142107,287,9,6,0
20142108,298,23,0,0
20142109,249,7,5,0
20142110,177,65,3,0
20142111,230,29,3,0
20142201,329,30,6,0
20142202,359,32,2,0
20142203,218,14,1,0
20142204,222,14,0,0
20142205,340,53,9,0
20142206,317,28,4,0
20142207,278,17,3,0
20142208,297,23,5,0
20142209,446,43,6,0
20142210,253,56,3,0
20142301,235,27,4,0
20142302,205,10,1,0
20142303,204,21,9,0
20142304,309,28,0,0
20142305,439,43,6,16
20142306,167,20,0,1
20142307,264,21,7,0
20142308,406,30,0,0
20142309,390,33,0,0
20142310,322,48,2,0
20142311,430,19,2,0
20142401,221,72,0,0
20142402,203,11,0,0
20142403,227,24,4,1
20142404,194,5,0,0
20142405,387,34,1,0
20142406,304,15,0,0
20142407,307,14,1,0
20142408,244,20,0,0
20142409,310,36,0,0
20142501,368,2,0,0
20142502,211,1,3,0
20142503,296,53,0,0
20142504,263,19,0,0
20142505,229,6,0,0
20142506,255,9,2,0
20142507,364,4,2,1
20142508,340,9,0,0
20142509,356,34,0,0
20142601,472,46,0,0
20142602,325,23,3,0
20142603,166,16,1,0
20142604,710,72,2,0
20142605,406,28,0,0
20142606,364,15,0,0
20142607,492,33,0,0
20142701,525,68,8,1
20142702,525,33,0,0
20142703,267,16,0,0
20142704,362,23,9,0
20142705,376,97,2,0
20142706,207,5,0,0
20142707,213,4,0,0
20142801,253,26,1,0
20142802,257,6,0,0
20142803,278,6,0,0
20142804,292,14,0,0
20142805,221,7,0,0
20142806,386,18,1,0
20142807,356,6,0,0
20142808,270,26,2,0
20142809,246,12,0,0
20142810,359,18,0,0
20142811,349,39,1,0
20142812,197,65,4,1
20142901,249,18,2,0
20142902,264,6,10,0
20142903,233,29,0,0
20142904,302,46,4,0
20142905,252,24,0,0
20142906,410,30,1,0
20142907,288,66,12,1
20142908,242,24,0,0
20142909,286,46,3,0
20142910,342,16,1,0
20142911,252,28,0,0
20143001,299,22,0,0
20143002,372,37,4,0
20143003,375,8,0,0
20143004,282,16,2,0
20143005,340,34,1,0
20143006,222,7,0,0
20143007,186,16,1,0
20143008,640,25,2,0
20143009,537,34,0,0
20143101,193,23,1,0
20143102,265,52,0,0
20143103,275,4,0,0
20143104,234,15,0,0
20143105,217,22,0,0
20143106,362,14,0,0
20143107,292,22,0,0
20143108,246,21,0,0
20143109,217,7,0,0
20143110,163,26,0,0
20143111,203,11,0,0
20143112,229,23,6,0
20150101,355,50,4,0
20150102,322,19,0,0
20150103,255,11,0,0
20150104,213,8,5,1
20150105,242,16,1,0
20150106,235,18,2,0
20150107,281,6,2,0
20150108,243,21,0,1
20150109,298,31,3,0
20150110,300,25,7,0
20150111,193,19,2,0
20150112,238,40,5,0
20150201,251,20,0,0
20150202,273,16,1,0
20150203,256,14,9,0
20150204,189,12,1,0
20150205,196,2,0,0
20150206,249,18,0,0
20150207,237,21,2,0
20150208,207,20,0,0
20150209,181,24,1,0
20150210,199,30,0,0
20150301,243,40,3,0
20150302,359,28,0,0
20150303,346,20,3,0
20150304,228,21,7,1
20150305,200,14,16,0
20150306,242,22,0,0
20150307,239,4,1,0
20150308,293,22,0,0
20150309,312,30,5,0
20150310,316,19,1,0
20150311,308,26,0,1
20150312,305,53,34,4
20150313,219,36,4,0
20150401,292,30,6,1
20150402,204,30,6,0
20150403,349,33,6,1
20150404,182,21,1,0
20150405,186,12,12,0
20150406,222,38,6,0
20150407,263,25,4,0
20150408,241,27,4,0
20150409,214,26,0,0
20150410,183,41,2,0
20150411,247,28,4,0
20150412,248,29,5,6
20150413,212,86,12,2
20150414,214,37,10,0
20150501,283,13,0,1
20150502,293,30,2,0
20150503,252,17,2,0
20150504,175,46,4,0
20150505,277,12,5,0
20150506,239,33,4,0
20150507,211,58,3,0
20150508,279,33,3,0
20150509,212,24,3,0
20150510,178,25,1,0
20150511,209,32,5,1
20150512,203,37,2,0
20150513,258,15,3,0
20150514,223,23,1,0
20150601,281,8,0,0
20150602,254,12,0,0
20150603,248,23,0,0
20150604,234,12,0,0
20150605,152,29,1,0
20150606,157,13,1,0
20150607,226,11,1,0
20150701,247,31,7,0
20150702,185,24,4,0
20150703,186,30,10,0
20150704,161,27,4,0
20150705,242,31,4,0
20150706,119,45,61,56
20150707,293,40,7,0
20150708,203,72,19,0
20150709,238,19,5,0
20150710,288,72,9,2
20150711,292,21,2,0
20150712,269,32,8,0
20150801,227,29,3,0
20150802,164,33,7,1
20150803,310,47,7,0
20150804,272,23,11,0
20150805,232,31,8,0
20150806,208,33,2,0
20150807,329,18,1,0
20150808,287,17,12,1
20150809,368,19,2,1
20150810,364,11,0,0
20150901,210,11,3,0
20150902,198,5,1,0
20150903,202,17,2,0
20150904,155,46,23,2
20150905,186,40,3,1
20150906,154,27,29,0
20150907,181,39,24,1
20150908,256,195,106,28
20151001,259,39,2,0
20151002,291,37,5,0
20151003,350,41,5,0
20151004,297,29,3,1
20151005,241,25,6,0
20151006,191,20,1,1
20151007,356,25,1,0
20151008,245,33,0,0
20151009,237,47,2,0
20151010,201,41,0,0
20151011,224,17,5,0
20151012,269,40,1,0
20151013,320,36,5,0
20151101,260,24,7,0
20151102,258,59,7,0
20151103,279,20,3,0
20151104,236,43,5,1
20151105,173,33,19,1
20151106,184,29,19,0
20151107,209,34,2,0
20151108,235,24,4,1
20151109,299,49,10,0
20151110,236,22,3,0
20151111,453,57,6,0
20151112,350,20,1,1
20151113,306,40,7,1
20151201,160,33,27,1
20151202,224,43,11,0
20151203,231,49,10,0
20151204,262,41,5,0
20151205,289,35,7,0
20151206,253,37,4,0
20151207,185,45,1,0
20151208,319,12,0,0
20151209,214,29,1,0
20151301,242,43,9,0
20151302,226,23,3,0
20151303,272,24,2,0
20151304,218,35,2,0
20151305,192,17,0,0
20151306,209,23,1,0
20151307,254,27,1,0
20151308,179,10,0,0
20151309,390,67,1,0
20151310,286,9,0,0
20151401,273,64,1,1
20151402,357,25,3,0
20151403,255,19,2,0
20151404,277,26,2,0
20151405,384,27,2,0
20151406,250,26,0,0
20151407,370,18,0,0
20151408,220,69,13,1
20151409,278,35,8,0
20151410,223,40,2,1
20151411,288,45,8,1
20151501,253,21,15,1
20151502,207,11,8,0
20151503,383,11,0,0
20151504,240,69,3,1
20151505,253,18,14,1
20151506,261,14,2,0
20151507,271,49,31,0
20151508,233,17,4,0
20151509,354,53,1,0
20151510,360,33,0,0
20151601,303,8,0,0
20151602,245,29,5,0
20151603,345,15,1,0
